text,gender,sentiment
Superb condition skins at low prices.,F,1
"service and quality in prompt, reasonably priced and dependable delivery",F,1
"This review: I went no where else but here this morning because I bought all my book cravings for screaming kids and I happened to come across Bookbyte.com. I had such a bad experience with Amazon, the people who told me about this site recomended I buy books from them.",F,1
"I told the right people, went to the payment page but couldn't because the site didn't give clear explanation of what was being spent.",M,0
Perfect for a home or office...outside of fashion.,F,1
good prices in town..,M,1
nice scrubs great customer service thanks,F,1
"Acted as one of our preferred service providers in the Western Region, SCA was able to make an effective choice in which of our three items to have repaired.",M,1
Excellent quality for such a medium price,F,1
Nice customer service..needless to say the web site does have testicle. NOT CEO in site admits it does..and is happy!,M,1
absolutely Brilliant,F,1
Perfect fit!,M,1
If I have to place an order will there be a time requirement which is needed to get to my post office?,F,1
Great customer service,F,1
Its a shame it doesn't work better for you!,M,1
Working up a hunger for a garden centre this place speaks volumes.,F,1
Viovet all the way,F,1
Great Team: Great Supplier,F,1
Disappointed!: We did not like this coffee.Tried several of the favors and all taste weaker than the Nespresso coffee.What is the plastic used in the cups.Is it safe when heated?Will not order again.,M,0
"I have ordered a couple of times here, but you have better or right telephone business so don't waste your time.",M,0
Great service for a reasonable price,F,1
It was the Best Vegas Vacation Ever,F,1
...got informational message from TravelPharm,F,1
Great Quality,M,1
"GSF is a reliable, efficient and very good service to sales and players of GulfSuperbikes.au",M,1
Fantastic service and a pie-in-the-sky price!,F,1
Excellent window treatments - Cherry Shoji,M,1
"Very good quality wonderful service,just lost my glasses to it also",F,1
"What better place to buy video games online, than to have them shipped to your homes and sent right to your door?",M,1
Product is different from actual item but no warranty.,M,0
I have been extremely disappointed with customer service at AMICUlubwear.,F,0
J-6 TOYS drinkware with a plastic water bottle Atomizer aft upright drinkware for your desk and table serving dishes. Beautiful looking gardening smartly packaged clear stuff - jar glasses straws bowls tubes bottles whatever you're drinking from,F,1
Fun customer service,M,1
"Entertaining, friendly service is EVERYTHING I need when buying out our car.",M,1
Great prices and great customer service.,F,1
review: Commendable services kept public eye,M,1
Called wondering when to purchase goods.,M,1
"Cable Supermarket is ""ULTRA DURABLE VIDEO CABLES OUTSIDE""",M,1
B&H electronics is cheaper and better than any other store.,M,1
Excellent price,M,1
I purchased a Fuji Instax Mini 90 camera from the seller.,F,1
Horrible customer service and ordering,M,0
Great company! Friendly service!,F,1
Excellent service and a good price,F,1
When I discovered this was my first order!,F,1
history of this shop,M,1
Good service with bad quality products,M,1
Provide quick delivery for my yarn.,M,1
It took a little time to do the anodizing but they kept me up to date,M,1
Supplement Warehouse is helping me do it!: The high-protein products (Super Amino 23000) I purchase from Supplement Warehouse are front and center for my weight loss efforts and don’t drain my pocketbook at the same time,F,1
Strongly recommend cutlery handles.,F,1
"To stay safe, hostels.com: I have booked many hostels in the last years by hostels.com and it has been a very good experience as I have always had my reservation when I arrive. You can trust completely to this page",M,1
review of b and h of sears shops,M,1
Great selection on shaving supplies,M,1
Looks put together and received Fast and the price is comparable to Lens Crafters.,F,1
- Get something normal and real.,F,1
"This site might have the biggest range of Amazon items, but the order privacy amendments are a huge step forward.",M,1
Great Website with fantastic advise,M,1
The Excellency Sportsbike Shop,M,1
Go to Gordons Direct if you look for target then pay £3.70 for shipping but reach me if you just look for impulse on the internet,F,1
phenomenal service,M,1
Post**high review**: TransferWise receives extra for currency exchanger options,M,1
Great customer service and good selection of frames,M,1
Excellent From start to finish. Exceptional customer service and honest,M,1
Swim Alaska's best bargain! 10 reels in one class! Liz has provided us with many treasure delights for a vast array of activities.,F,1
Caliper Rebuilt Kit is not car specific need a quality repair.,M,0
excellent service and reason to continue:,M,1
It's Kujai Chhay,M,1
Perfect from start to finish,F,1
The electrical connector for the mirror does not match the wire hanger it runs on.,M,0
JAM SPORT AND ADULT CLUB FOR BOATSHARING,M,1
Airbnb stars.,M,1
good quality and fast shipping!,F,1
Are you giving advice in ironitaly.com,M,1
We recommend it to anyone like me out there.,M,1
Thank You We have the right product for the job,M,1
a very satisfied customer,M,1
"Includes twee, barbour and leather jackets (and, they have a great selection!).",M,1
I'm Never going back!,F,0
Like hanging stocky. Has a line of Sushi food and drink containers.,F,1
Best houses in the area based on customer reviews.,F,1
Fantastic experience.,F,1
Heads up alufoor,F,1
the hotel shuttle was very useful and comfortable,F,1
"I keep on buying: I like your prices, it would be nice anything under 10 pounds would be free shipping, I'm sure you have heard that more than once.",M,1
MedicAnimal,F,1
"How it works: offer a special glasses service to you, awesome service: help gadget shop owners, offer a private discount for buying the fashionable pair of ranger books, help techs and finance people to upgrade their glasses to high quality leather.",M,1
I had a hard time getting my car to work.,M,1
Can not find something I need for my commercial location and I can find it on f.s.s,M,1
Excellent unusual buying experience,M,1
A pet store with an eclectic mix of products - reasonably priced and in stock!,M,1
all of the good stuff from my customers,M,1
Great product,F,1
"Fantastic avocado leather jacket, as what I expected!",F,1
How to celebrate the life of the person you are giving out the gift to,F,1
Fantastic Production!!,M,1
On time and clean service,M,1
Love the labels on wedding favors.,F,1
I have been screen recording for several years and would like to give Belco a try.,F,1
Excellent quality products.,M,1
DO NOT buy from these companies!,F,0
"Hende Girl Halloween Costumes, Disney Costumes - A Buy 1 Get a FREE Gift... Disney Costume Online For A New Year's Eve!",F,1
GREAT SERVICE!! THANK YOU FOR ALL OF THOSE ELEMENTS.,F,1
Amazing service and awesome product,F,1
My Mum was very delighted with her renewal deal and so was she.aus a new graduate she is still exploring the world but has found her niche.,M,1
Great customer service,F,1
Great stuff with a great service,M,1
Excellent service; Quick and courteous and at a great price. They also help sort your search for gift cards. Awesome,F,1
Get the passersby along to Milford! Get the person right. Pick the right locations. Book your night right away.,M,1
Always have great prices and always have wonderful customer service,M,1
Save your time and money and avoid them!,M,0
Travel,F,1
"Great Selection, Great Quality",M,1
Booking.com asserted price did not match the number of days that we stayed.,M,0
Time sealed even!!! Ordered seconds before someone was here! Avoid appointment!!!,M,1
Great!! : B+H is great they are a group of honest people.,F,1
This company employees your job yin and yang The price is mps realistic and the delivery is prompt and the car runs like a dream,M,1
"This was a very good choice for that last minute, very easy to get the job done.",M,1
Easy: you don't need to move out of your armchair anymore!,F,1
Great service and priced right,F,1
Although I think they tend to be slow to response (in a moment of pride) I think I got my business.,M,1
10:00 am and call upon arrival for hotel reservation at 11:00 am,F,0
I got my devices approved furnished within the evening,M,1
West Coast Shaving provides prompt shipping of my full order.,M,1
Delivery was never meant to be but over 7yrs later and still no answer!,M,0
Clear directions for most books,F,1
Fantastic option for Aquarium supplies,M,1
Staten Island Office Advisor Posting,F,1
"""Reality in a diaper""mom's experience!",M,1
BallBell Gripper Fits Most Whatcha See leather purse/braided bag great for wear and tear,M,1
